Chr1	1	7506	1
Chr1	7513	10943	0
Chr1	10950	13169	0.694904458598726
Chr1	13176	20064	0.697645600991326
Chr1	20071	28272	0.0393807713199348
Chr1	28279	29959	0.783759752824418
Chr1	29966	36598	0.786946520989074
Chr1	36605	37512	0.40019147917664
Chr1	37519	40359	0.639045850535458
Chr1	40366	48795	0.0686868686868687
Chr1	48802	50660	1.40435735495122
Chr1	50667	52359	0.675684592543715
Chr1	52366	52850	0
Chr1	52857	54447	0.384030418250951
Chr1	54528	54816	0
Chr1	54823	64009	0.0245202558635394
Chr1	64016	66453	0.35969387755102
Chr1	66460	66724	0
Chr1	66731	66943	0
Chr1	66950	70664	0.648484848484848
Chr1	70671	74343	1.60447723830623
Chr1	74350	77084	0
Chr1	77091	83123	1.74179735290846
Chr1	83130	87901	0.388702728578267
Chr1	87908	90967	0.434157561817136
Chr1	90974	93538	0
Chr1	93545	96329	0
Chr1	96336	97909	0.318233290208996
Chr1	97916	99417	0
Chr1	99424	101231	1.74764072628028
Chr1	101238	108772	0
Chr1	108799	109417	0.211668226370487
Chr1	109533	115897	1.23074309469561
Chr1	115904	116441	0.899928315412186
Chr1	116448	118527	0.263603185136032
Chr1	118534	122353	0.855823160673045
Chr1	122360	123204	0
Chr1	123211	132409	0
Chr1	132416	132991	0.920731707317073
Chr1	132998	147722	0.521065675340768
Chr1	147729	150277	0.21042524005487
Chr1	150284	156697	0.417718560074801
Chr1	156704	159602	1.54291075552623
Chr1	159609	160618	0.260782058654399
Chr1	160625	171119	0.830578512396694
Chr1	171126	172560	1.34515165662977
Chr1	172567	174523	0
Chr1	174530	177275	0.617949568679496
Chr1	177282	178898	0.29007856710067
Chr1	178905	181283	0.168013468013468
Chr1	181290	182387	1.174857589004
Chr1	182394	184552	0.219065321295805
Chr1	184559	184742	0
Chr1	184749	186614	0.692005338672005
Chr1	186621	187744	0.633065290505571
Chr1	187751	193569	0.274193548387097
Chr1	193576	198164	0.0982552800734619
Chr1	198171	199416	0.908903513178606
Chr1	199423	200094	0
Chr1	200111	200215	0
Chr1	200350	201424	0.224907063197026
Chr1	201431	206096	0.254440313919868
Chr1	206103	206392	0
Chr1	206399	206519	1.65231453250071
Chr1	206526	211997	0.805164312597692
Chr1	212004	212303	0.651273885350318
Chr1	212310	214423	1.35327707365104
Chr1	214430	217242	0
Chr1	217249	217494	0.496309963099631
Chr1	217501	220338	0.283767038413879
Chr1	220345	220720	0
Chr1	220727	220867	0.929155313351499
Chr1	220874	225910	0
Chr1	225917	226739	0
Chr1	226746	229174	1.45040764174749
Chr1	229181	229864	0.392857142857143
Chr1	229871	232618	0.533292231812577
Chr1	232625	234191	0.155151725817348
Chr1	234198	236544	0.706728004600345
Chr1	236551	237093	0.724489795918367
Chr1	237100	238625	0.491621621621622
Chr1	238632	238908	0
Chr1	238915	243286	0.205212801055757
Chr1	243293	246095	1.42301521300077
Chr1	246102	249229	0.863696754868556
Chr1	249236	249793	0
Chr1	249879	252890	0.687398153177621
Chr1	252897	258353	0.287191636080525
Chr1	258360	259072	0.0615384615384615
Chr1	259079	266566	0.863253856942496
Chr1	266573	269004	1.31107000959036
Chr1	269011	270375	0.935239634403053
Chr1	270382	271264	0.834675100632547
Chr1	271271	272682	0.46984572230014
Chr1	272689	275799	0.663361633008474
Chr1	275806	276237	0.67719298245614
Chr1	276244	277291	1.27883406994701
Chr1	277298	282159	1.36621945074326
Chr1	282166	283079	0
Chr1	283086	285967	0
Chr1	285974	286162	0.0483870967741935
Chr1	286169	293789	0.493630573248408
Chr1	293885	296344	1.45428904741172
Chr1	296351	299542	1.57437836064132
Chr1	299549	302512	0.82554054054054
Chr1	302519	307705	0.0728500355366027
Chr1	307712	318005	0.404378356051219
Chr1	318012	322981	0.885714285714286
Chr1	322988	326613	0.0990646258503401
Chr1	326620	327049	1.34760233918129
Chr1	327056	329130	0.766589250165893
Chr1	329137	337621	1.66115625371601
Chr1	337628	340347	0.664931954676318
Chr1	340354	345644	0.630063965884861
Chr1	345651	345969	0
Chr1	345976	346450	0
Chr1	346457	350497	1.5139269525913
Chr1	350504	350722	0.244444444444444
Chr1	350729	355436	1.07452677584648
Chr1	355505	357240	0.956756756756757
Chr1	357247	365602	0.062962962962963
Chr1	365609	366455	0
Chr1	366462	370163	0
Chr1	370170	371620	0.348148148148148
Chr1	371627	374663	1.70212267823379
Chr1	374670	376437	0.0982552800734619
Chr1	376444	377354	0.505473498601313
Chr1	377361	379383	0.0990646258503401
Chr1	379390	380802	0.453645661497856
Chr1	380809	381014	0
Chr1	381021	382352	0.876104376412575
Chr1	382359	390103	0
Chr1	390110	392204	0.571853741496599
Chr1	392211	400613	1.03334962622197
Chr1	400620	401834	1.05415951987189
Chr1	401841	408856	0.577594123048669
Chr1	408863	410445	0.950068587105624
Chr1	410452	410998	0.58421052631579
Chr1	411005	411624	0.668202764976959
Chr1	411631	418307	1.42309865505127
Chr1	418314	425720	0
Chr1	425727	436073	0.575692963752665
Chr1	436080	441348	0.574689262322029
Chr1	441355	442568	0.717146776406036
Chr1	442575	442939	0.389705882352941
Chr1	442946	444548	0.430848575949849
Chr1	444555	446225	0
Chr1	446232	448041	0.940118772682283
Chr1	448048	457354	1.22273620728166
Chr1	457361	460354	1.72389678771933
Chr1	460361	461612	0.651785714285714
Chr1	461619	464784	0.328625746876697
Chr1	464791	471295	1.30796925024198
Chr1	471302	475139	1.71369172542787
Chr1	475146	476509	1.50892115137453
Chr1	476516	476786	0.530384232413752
Chr1	476793	477839	0
Chr1	477846	480933	0.168013468013468
Chr1	480940	481592	0.804432628518896
Chr1	481599	482760	0.395511921458626
Chr1	482767	488937	1.40339203684929
Chr1	488944	496795	1.11894865667383
Chr1	496802	498067	0.922211584490187
Chr1	498074	499070	1.21358962958209
Chr1	499077	502018	0
Chr1	502025	512397	0.630948080344411
Chr1	512404	513958	0
Chr1	513982	514572	0
Chr1	514579	515528	0.237311385459534
Chr1	515535	515677	0.556657223796034
Chr1	515684	516412	0
Chr1	516419	518316	0.884710234278668
Chr1	518345	519100	0.107883817427386
Chr1	519107	521337	1.68375503162737
Chr1	521344	522012	1.47629625541544
Chr1	522019	523741	0.539731929152705
Chr1	523748	527880	0
Chr1	527887	533675	0.871216144450345
Chr1	533682	542097	0.940764331210191
Chr1	542104	543057	0.224907063197026
Chr1	543064	543867	0.644628099173554
Chr1	543874	545293	0.504606631424813
Chr1	545300	547852	0.469482019135599
Chr1	547859	552782	0.462825278810409
Chr1	552789	552948	0.108695652173913
Chr1	552955	553312	0.207006369426752
Chr1	553319	560091	1.61097290155732
Chr1	560098	565172	0.18672623199967
Chr1	565179	574412	0
Chr1	574419	574968	0
Chr1	574975	578532	0
Chr1	578539	579326	1.11159907000775
Chr1	579333	583191	0.766589250165893
Chr1	583198	592312	1.03550723479585
Chr1	592319	595442	0.575692963752665
Chr1	595449	597144	0.727178851714168
Chr1	597151	597989	0.799786780383795
Chr1	597996	598237	0.499478001491424
Chr1	598288	598721	1.39850427350427
Chr1	598728	606405	0.897167890969825
Chr1	606412	608989	0
Chr1	608996	619368	0.348148148148148
Chr1	619375	622412	0.346782217870797
Chr1	622419	626804	0.347170590665014
Chr1	626811	627737	0.0414232607541158
Chr1	627744	628422	0.601580524086636
Chr1	628429	629303	0.643621399176955
Chr1	629310	637592	0.422222222222222
Chr1	637599	637719	0.127118644067797
Chr1	637726	641628	0.578891257995736
Chr1	641635	642611	0
Chr1	642618	643698	0.224907063197026
Chr1	643800	644969	0.572712813366359
Chr1	644976	645993	0.0728500355366027
Chr1	646053	655518	1.34057990950876
Chr1	655525	657011	0.0857664233576642
Chr1	657018	659754	0.81512363427257
Chr1	659761	662249	0.855097450988443
Chr1	662256	665403	0.712620027434842
Chr1	665410	669565	0
Chr1	669572	670810	0
Chr1	670817	672468	0.219065321295805
Chr1	672475	673755	0.0982552800734619
Chr1	673821	675471	0.704127272949444
Chr1	675478	677782	0.668094615556213
Chr1	677789	678143	0.25
